"";"TERYT4";"AGE_GROUP";"GENDER";"predykcja"
"211";1606;5;"<75-84>";2,49712946708982
"212";2802;5;"<75-84>";1,84185879148776
"213";2213;5;"<75-84>";6,75013508773509
"214";1422;5;"<75-84>";2,5887357457393
"215";805;5;"<75-84>";2,56515440874993
"216";2204;5;"<75-84>";5,91298648165067
"217";414;5;"<75-84>";5,0306108206567
"218";1821;5;"<75-84>";1,39146519867226
"219";606;5;"<75-84>";3,63564635971612
"220";224;5;"<75-84>";3,50315388653599
"221";202;5;"<75-84>";6,58352650060483
"222";806;5;"<75-84>";3,05526523580316
"223";1432;5;"<75-84>";6,12947173598816
"224";205;5;"<75-84>";2,44695953014
"225";3204;5;"<75-84>";4,44750160488043
"226";2470;5;"<75-84>";5,34494403554744
"227";2468;5;"<75-84>";5,45774781478733
"228";1405;5;"<75-84>";6,1869037398444
"229";861;5;"<75-84>";9,83559151820221
"230";2465;5;"<75-84>";9,53674840775139
"231";662;5;"<75-84>";5,50319445653895
"232";264;5;"<75-84>";52,5077117954796
"233";2474;5;"<75-84>";5,85423037552805
"234";3064;5;"<75-84>";47,7999917571902
"235";3062;5;"<75-84>";6,25888924990213
"236";1806;1;"<0-44>";2,89221090459706
"237";2012;1;"<0-44>";2,37931140921273
"238";1415;1;"<0-44>";3,81942084929912
"239";1207;1;"<0-44>";5,10457426640898
"240";2007;1;"<0-44>";2,7312756286008
"241";1815;1;"<0-44>";3,58388368128455
"242";412;1;"<0-44>";2,66070573027967
"243";1816;1;"<0-44>";8,56557183382016
"244";1210;1;"<0-44>";9,12663542450036
"245";2006;1;"<0-44>";2,21502204228813
"246";1819;1;"<0-44>";2,697153103022
"247";1204;1;"<0-44>";3,3699240102375
"248";618;1;"<0-44>";3,54446752409766
"249";1216;1;"<0-44>";9,16654158879285
"250";1812;1;"<0-44>";0
"251";1813;1;"<0-44>";4,04566031287175
"252";1409;1;"<0-44>";1,99861928183037
"253";1211;1;"<0-44>";8,86416347025222
"254";2608;1;"<0-44>";2,03507296502521
"255";1202;1;"<0-44>";5,09250889648838
"256";217;1;"<0-44>";1,9239502880032
"257";1214;1;"<0-44>";2,84884176527026
"258";1425;1;"<0-44>";7,68393919744148
"259";2013;1;"<0-44>";3,06708080098692
"260";2417;1;"<0-44>";7,00341290880229
"261";1401;1;"<0-44>";1,41513003834413
"262";608;1;"<0-44>";3,44702244448399
"263";1426;1;"<0-44>";0
"264";609;1;"<0-44>";7,19343558234737
"265";1803;1;"<0-44>";6,99624623369398
"266";1205;1;"<0-44>";5,9543948349303
"267";218;1;"<0-44>";0
"268";1811;1;"<0-44>";7,0005638673439
"269";1817;1;"<0-44>";3,55808936543817
"270";1209;1;"<0-44>";7,86044319527659
"271";1804;1;"<0-44>";5,33170565518299
"272";416;1;"<0-44>";3,56560188648028
"273";616;1;"<0-44>";2,84864295076805
"274";1416;1;"<0-44>";3,79409156166622
"275";3007;1;"<0-44>";5,24681265061731
"276";1217;1;"<0-44>";3,36000253146669
"277";2014;1;"<0-44>";2,47020417453527
"278";1403;1;"<0-44>";5,54694677004007
"279";1218;1;"<0-44>";6,98885109930992
"280";2205;1;"<0-44>";7,49082865763959
"281";1007;1;"<0-44>";4,01640755997235
"282";2201;1;"<0-44>";5,21252238482471
"283";408;1;"<0-44>";3,19391600893472
"284";2216;1;"<0-44>";2,08540946141299
"285";1808;1;"<0-44>";3,44548818164299
"286";3016;1;"<0-44>";3,53188952281002
"287";2805;1;"<0-44>";4,90084917668377
"288";2008;1;"<0-44>";0
"289";615;1;"<0-44>";3,69118613396173
"290";2002;1;"<0-44>";7,43830623703876
"291";1801;1;"<0-44>";1,40951195703576
"292";601;1;"<0-44>";4,34031529894455
"293";2603;1;"<0-44>";0
"294";812;1;"<0-44>";1,84221604140936
"295";2414;1;"<0-44>";3,72756148849948
"296";2613;1;"<0-44>";2,79299985501963
"297";204;1;"<0-44>";1,9992062736881
"298";1436;1;"<0-44>";1,60369339645581
"299";1810;1;"<0-44>";4,2683949980937
"300";1609;1;"<0-44>";7,39181270601177
"301";1608;1;"<0-44>";2,78697480338486
"302";2011;1;"<0-44>";4,36700355486125
"303";1802;1;"<0-44>";3,79515692144012
"304";1435;1;"<0-44>";3,88656323480314
"305";1201;1;"<0-44>";5,94714827359493
"306";415;1;"<0-44>";5,49121073973097
"307";1437;1;"<0-44>";1,87818076144802
"308";2210;1;"<0-44>";1,81933299923387
"309";3209;1;"<0-44>";4,38192474128735
"310";2402;1;"<0-44>";9,23533683302835
"311";2819;1;"<0-44>";1,72178426773194
"312";3018;1;"<0-44>";2,62895170577289
"313";405;1;"<0-44>";2,40377414187603
"314";2818;1;"<0-44>";0
"315";223;1;"<0-44>";7,06645810194398
"316";2612;1;"<0-44>";4,50014705012173
"317";1809;1;"<0-44>";2,51200076082177
"318";2801;1;"<0-44>";3,29353870251629
"319";1015;1;"<0-44>";1,84543856586412
"320";1219;1;"<0-44>";5,84368299992916
"321";2010;1;"<0-44>";2,68011631840516
"322";1010;1;"<0-44>";3,9538175317792
"323";613;1;"<0-44>";0
"324";2004;1;"<0-44>";2,57692741641214
"325";2410;1;"<0-44>";5,97180977575687
"326";3205;1;"<0-44>";3,14213613521904
"327";1434;1;"<0-44>";12,9847590758985
"328";620;1;"<0-44>";5,32448374605427
"329";212;1;"<0-44>";2,37365219127027
"330";1433;1;"<0-44>";2,93237359280895
"331";2062;1;"<0-44>";3,38264293814896
"332";1814;1;"<0-44>";3,69282557574147
"333";2411;1;"<0-44>";4,94850139555107
"334";1206;1;"<0-44>";14,8300413766383
"335";3021;1;"<0-44>";20,3659259028858
"336";2817;1;"<0-44>";4,86360704108292
"337";418;1;"<0-44>";3,61184660510799
"338";210;1;"<0-44>";2,96445828900891
"339";2003;1;"<0-44>";3,09542406703776
"340";1607;1;"<0-44>";7,74361934381351
"341";3027;1;"<0-44>";5,18884987661178
"342";1215;1;"<0-44>";4,24232323057325
"343";610;1;"<0-44>";2,29663404419735
"344";2212;1;"<0-44>";4,93401592231243
"345";1601;1;"<0-44>";4,93652613682273
"346";1013;1;"<0-44>";2,0513548272368
"347";811;1;"<0-44>";5,42823057283185
"348";607;1;"<0-44>";4,59362016348149
"349";2809;1;"<0-44>";2,26447325161714
"350";216;1;"<0-44>";3,45016668575706
"351";3010;1;"<0-44>";6,08852539196498
"352";417;1;"<0-44>";0
"353";1430;1;"<0-44>";2,78169311504277
"354";2403;1;"<0-44>";9,51172736081873
"355";612;1;"<0-44>";3,31771239290616
"356";2408;1;"<0-44>";5,50218081742066
"357";403;1;"<0-44>";6,12435861959043
"358";2214;1;"<0-44>";6,4067928462989
"359";1005;1;"<0-44>";3,79770853143068
"360";2814;1;"<0-44>";6,89616375580375
"361";1805;1;"<0-44>";5,48289406195655
"362";3029;1;"<0-44>";3,35588227503766
"363";2601;1;"<0-44>";3,89126040997843
"364";2001;1;"<0-44>";3,84765171526864
"365";1807;1;"<0-44>";6,01595932267432
"366";2804;1;"<0-44>";3,38289135579292
"367";3013;1;"<0-44>";4,03755939902577
"368";619;1;"<0-44>";3,04054490532039
"369";2812;1;"<0-44>";2,95278071501621
"370";807;1;"<0-44>";2,0552456239015
"371";3031;1;"<0-44>";4,42439872037932
"372";1404;1;"<0-44>";2,57288062031002
"373";3006;1;"<0-44>";4,20135851155158
"374";3015;1;"<0-44>";4,13186804832821
"375";222;1;"<0-44>";2,59801474382634
"376";1461;1;"<0-44>";0
"377";1438;1;"<0-44>";0
"378";209;1;"<0-44>";3,8622700203789
"379";3217;1;"<0-44>";3,76119674901577
"380";2404;1;"<0-44>";7,51054132391015
"381";2807;1;"<0-44>";3,91743951528876
"382";1418;1;"<0-44>";11,1639529726815
"383";1412;1;"<0-44>";8,35639406846005
"384";215;1;"<0-44>";3,73278961666055
"385";214;1;"<0-44>";6,08233537070475
"386";1861;1;"<0-44>";2,25201081893502
"387";1402;1;"<0-44>";4,85324749222024
"388";2605;1;"<0-44>";4,46964999767909
"389";2208;1;"<0-44>";3,54902263487355
"390";2602;1;"<0-44>";4,64810029546637
"391";1021;1;"<0-44>";1,54640523203792
"392";411;1;"<0-44>";2,39107315707742
"393";1009;1;"<0-44>";2,83918427283312
"394";661;1;"<0-44>";3,55035223143944
"395";2607;1;"<0-44>";6,60278716635097
"396";2207;1;"<0-44>";5,19360440812499
"397";2816;1;"<0-44>";3,58974292147123
"398";2479;1;"<0-44>";3,49808439877487
"399";2810;1;"<0-44>";2,63419690311338
"400";1018;1;"<0-44>";2,64224496825595
"401";1001;1;"<0-44>";6,61783581914368
"402";1407;1;"<0-44>";3,54028689748417
"403";1604;1;"<0-44>";0
"404";1006;1;"<0-44>";2,91168981062916
"405";1605;1;"<0-44>";0
"406";3022;1;"<0-44>";3,39862346882828
"407";2009;1;"<0-44>";0
"408";1864;1;"<0-44>";2,58570700463557
"409";1408;1;"<0-44>";6,48665988889713
"410";1818;1;"<0-44>";5,61953884345336
"411";220;1;"<0-44>";4,12268509710936
"412";410;1;"<0-44>";4,73581598784509
"413";804;1;"<0-44>";5,55518052307208
"414";2415;1;"<0-44>";8,00964428563697
"415";3212;1;"<0-44>";2,4951379369423
"416";1213;1;"<0-44>";8,57940644392708
"417";1863;1;"<0-44>";10,7792888116015
"418";2478;1;"<0-44>";7,26482277800018
"419";2202;1;"<0-44>";5,21303472126001
"420";409;1;"<0-44>";2,83053864839702
"421";1262;1;"<0-44>";3,76902568895278
"422";3214;1;"<0-44>";7,2340092443903
"423";413;1;"<0-44>";3,5097789286342
"424";226;1;"<0-44>";0
"425";213;1;"<0-44>";2,23679816133539
"426";3218;1;"<0-44>";2,27603307009466
"427";3030;1;"<0-44>";4,37670693066895
"428";402;1;"<0-44>";5,21077766555355
"429";3213;1;"<0-44>";3,01084574247408
"430";1420;1;"<0-44>";5,01688416885993
"431";862;1;"<0-44>";7,85255297224296
"432";1016;1;"<0-44>";6,54226813018217
"433";208;1;"<0-44>";9,78539750178404
"434";2215;1;"<0-44>";11,7821923943239
"435";3211;1;"<0-44>";4,35493790894264
"436";1014;1;"<0-44>";6,45127473080278
"437";3020;1;"<0-44>";4,44406033759769
"438";3203;1;"<0-44>";3,9065900149565
"439";3012;1;"<0-44>";4,13380737262562
"440";664;1;"<0-44>";4,47557078153558
"441";1414;1;"<0-44>";4,60820565959595
"442";1203;1;"<0-44>";5,68912475555342
"443";1417;1;"<0-44>";5,89401536365767
"444";3005;1;"<0-44>";3,62137510858188
"445";2413;1;"<0-44>";7,98111015767281
"446";2407;1;"<0-44>";4,23574648707662
"447";2005;1;"<0-44>";3,98327310026773
"448";2609;1;"<0-44>";4,53766017504967
"449";1610;1;"<0-44>";3,54595627210531
"450";3206;1;"<0-44>";4,8906451014478
"451";3025;1;"<0-44>";3,43079805547562
"452";211;1;"<0-44>";6,78976097240248
"453";201;1;"<0-44>";6,27933577408575
"454";2803;1;"<0-44>";3,33723121461431
"455";3202;1;"<0-44>";2,59685957349671
"456";1406;1;"<0-44>";5,39264378155146
"457";3028;1;"<0-44>";3,38406999743273
"458";3009;1;"<0-44>";3,68219948999785
"459";1212;1;"<0-44>";6,27252309905885
"460";810;1;"<0-44>";4,46502243218783
"461";2203;1;"<0-44>";3,89288728346592
"462";3061;1;"<0-44>";4,31514974727566
"463";3024;1;"<0-44>";5,33637019782119
"464";614;1;"<0-44>";5,83569558411516
"465";2406;1;"<0-44>";4,45045248909335
"466";1427;1;"<0-44>";2,35675584982749
"467";3216;1;"<0-44>";2,81271866447304
"468";2472;1;"<0-44>";8,09726742460152
"469";1413;1;"<0-44>";3,3545206669184
"470";802;1;"<0-44>";3,90382472573268
"471";3023;1;"<0-44>";3,83474605950976
"472";2815;1;"<0-44>";6,29587241154594
"473";3017;1;"<0-44>";9,26958025254604
"474";3019;1;"<0-44>";9,02374367054018
"475";2412;1;"<0-44>";4,38802965820971
"476";2808;1;"<0-44>";3,8667161970675
"477";219;1;"<0-44>";8,85498808134635
"478";3207;1;"<0-44>";2,50889584289319
"479";3011;1;"<0-44>";5,03588160197014
"480";2061;1;"<0-44>";18,5556933426519
"481";3002;1;"<0-44>";5,25798462923427
"482";1208;1;"<0-44>";2,73279599785044
"483";1063;1;"<0-44>";2,25540821305209
"484";2263;1;"<0-44>";5,04889727224853
"485";1008;1;"<0-44>";6,69791496478132
"486";604;1;"<0-44>";3,18025060700034
"487";3004;1;"<0-44>";4,27781178779204
"488";3208;1;"<0-44>";3,63372147651192
"489";1464;1;"<0-44>";5,28456760682476
"490";3026;1;"<0-44>";4,98910322854951
"491";1012;1;"<0-44>";6,54359413738577
"492";617;1;"<0-44>";4,35590829004459
"493";2211;1;"<0-44>";4,49799414447406
"494";2861;1;"<0-44>";7,02028519788343
"495";1661;1;"<0-44>";5,57536136448733
"496";1421;1;"<0-44>";8,45525574693285
"497";808;1;"<0-44>";3,1466622446489
"498";3001;1;"<0-44>";2,3875285834651
"499";1020;1;"<0-44>";9,54252030458348
"500";3201;1;"<0-44>";3,38311923351035
"501";2611;1;"<0-44>";5,28873342605165
"502";3014;1;"<0-44>";2,1704571255554
"503";1003;1;"<0-44>";2,29358143652078
"504";2477;1;"<0-44>";6,99690594076563
"505";3003;1;"<0-44>";9,06466066721512
"506";1463;1;"<0-44>";12,7007265847283
"507";2462;1;"<0-44>";11,3731407014386
"508";1017;1;"<0-44>";3,91820167284001
"509";1011;1;"<0-44>";2,89531574951034
"510";407;1;"<0-44>";10,4247649068467
"511";2405;1;"<0-44>";9,79975283252921
"512";809;1;"<0-44>";3,98712436151361
"513";462;1;"<0-44>";6,20906987414026
"514";2209;1;"<0-44>";3,537696429299
"515";1603;1;"<0-44>";5,3026643968831
"516";2661;1;"<0-44>";10,2161694911398
"517";2206;1;"<0-44>";4,03148085427952
"518";2811;1;"<0-44>";0
"519";3210;1;"<0-44>";3,62438104789052
"520";225;1;"<0-44>";5,7078720358525
"521";1428;1;"<0-44>";5,21003401519446
"522";2063;1;"<0-44>";6,25313376675713
"523";419;1;"<0-44>";5,35463846716845
"524";2467;1;"<0-44>";5,68608416262959
"525";3063;1;"<0-44>";4,11981582279637
"526";2806;1;"<0-44>";3,67826711612619
"527";1002;1;"<0-44>";5,47374073477381
"528";1004;1;"<0-44>";3,25714761547014
"529";2476;1;"<0-44>";3,04750278205775
"530";2401;1;"<0-44>";8,40922809547942
"531";803;1;"<0-44>";3,35581742816231
"532";3215;1;"<0-44>";4,82083450975551
"533";2409;1;"<0-44>";4,43260294219113
"534";2416;1;"<0-44>";6,86563106774034
"535";2461;1;"<0-44>";11,7440924011468
"536";1862;1;"<0-44>";3,82552350570378
"537";2463;1;"<0-44>";6,39958448164434
"538";1019;1;"<0-44>";3,71441984863958
"539";663;1;"<0-44>";19,9814029321661
"540";2471;1;"<0-44>";3,19048120748402
"541";463;1;"<0-44>";13,1305182904892
"542";3261;1;"<0-44>";7,72646573738117
"543";2610;1;"<0-44>";4,65737810406797
"544";1062;1;"<0-44>";4,25469806139471
"545";401;1;"<0-44>";3,63119753129973
"546";262;1;"<0-44>";5,78970692039394
"547";1263;1;"<0-44>";7,12764362129763
"548";2469;1;"<0-44>";17,6526853328129
"549";2466;1;"<0-44>";11,0852384944224
"550";1261;1;"<0-44>";52,0190914979927
"551";2473;1;"<0-44>";10,3528241054002
"552";2262;1;"<0-44>";16,4043010858808
"553";461;1;"<0-44>";21,9061904078049
"554";2862;1;"<0-44>";12,3898145556513
"555";261;1;"<0-44>";3,90312947470184
"556";3262;1;"<0-44>";26,1177930888065
"557";2261;1;"<0-44>";28,7520279654775
"558";207;1;"<0-44>";3,16721493184985
"559";464;1;"<0-44>";7,68962233908591
"560";1465;1;"<0-44>";106,205707412202
"561";1462;1;"<0-44>";9,56757329136817
"562";221;1;"<0-44>";10,477363325454
"563";3263;1;"<0-44>";2,17076567484724
"564";2464;1;"<0-44>";15,7569517776456
"565";1061;1;"<0-44>";41,396295886694
"566";2475;1;"<0-44>";13,1566847942815
"567";2264;1;"<0-44>";0
"568";1806;2;"<45-54>";4,28322664635865
"569";2012;2;"<45-54>";3,21525167046394
"570";1415;2;"<45-54>";6,55487376503433
"571";1207;2;"<45-54>";9,27359240651299
"572";2007;2;"<45-54>";4,477633698793
"573";1815;2;"<45-54>";6,61115010218075
"574";412;2;"<45-54>";2,93956246798739
"575";1816;2;"<45-54>";13,3580985015685
"576";1210;2;"<45-54>";15,4039976073684
"577";2006;2;"<45-54>";3,17513931549666
"578";1819;2;"<45-54>";4,64641301189095
"579";1204;2;"<45-54>";3,88026330949789
"580";618;2;"<45-54>";6,56081816499609
"581";1216;2;"<45-54>";16,970781382159
"582";1812;2;"<45-54>";5,82515148298141
"583";1813;2;"<45-54>";4,58937651780627
"584";1409;2;"<45-54>";2,56952248882617
"585";1211;2;"<45-54>";16,1807891470721
"586";2608;2;"<45-54>";3,85609041581993
"587";1202;2;"<45-54>";7,57246299038883
"588";217;2;"<45-54>";4,50221381027866
"589";1214;2;"<45-54>";3,94062942698819
"590";1425;2;"<45-54>";11,389202589065
"591";2013;2;"<45-54>";4,59546126603679
"592";2417;2;"<45-54>";12,6499313476433
"593";1401;2;"<45-54>";2,47105646279831
"594";608;2;"<45-54>";6,8709072733808
"595";1426;2;"<45-54>";6,19338586345152
"596";609;2;"<45-54>";15,5827121464046
"597";1803;2;"<45-54>";10,2677177614308
"598";1205;2;"<45-54>";11,7852321931168
"599";218;2;"<45-54>";5,44419534156795
"600";1811;2;"<45-54>";11,8533885252443
"601";1817;2;"<45-54>";6,94165421928114
"602";1209;2;"<45-54>";11,6924363122331
"603";1804;2;"<45-54>";9,12140732693418
"604";416;2;"<45-54>";4,33795117859612
"605";616;2;"<45-54>";6,18285277071374
"606";1416;2;"<45-54>";7,10045819162002
"607";3007;2;"<45-54>";8,36288639921955
"608";1217;2;"<45-54>";3,97608503051365
"609";2014;2;"<45-54>";3,7901206070162
"610";1403;2;"<45-54>";10,9661972638836
"611";1218;2;"<45-54>";14,3223966150846
"612";2205;2;"<45-54>";9,74817443377986
"613";1007;2;"<45-54>";6,74714847801385
"614";2201;2;"<45-54>";6,63481058230517
"615";408;2;"<45-54>";6,19731998991162
"616";2216;2;"<45-54>";3,82788933466439
"617";1808;2;"<45-54>";7,07245161045334
"618";3016;2;"<45-54>";6,7063047677556
"619";2805;2;"<45-54>";7,12113255729835
